2026-02-22 21:52:16,ping,google.com,5.502,Success
2026-02-22 21:52:26,nslookup,google.com,192.178.192.138,Success
2026-02-22 21:53:11,ping,asd,N/A,Failed
2026-02-22 21:54:05,ip_neigh,local,2 devices,Captured
2026-02-22 21:56:33,ping,google.com,5.641,Success
2026-02-22 21:58:03,ip_neigh,local,2 devices,Captured
